type	name	value	zone	address	bytes	access	other
Factory	UART6ICR	0xcdcdcdcd	Memory	0x40012044	4	writeOnly	strong	
Factory	UART6DMACTL	0xcdcdcdcd	Memory	0x40012048	4	readWrite	strong	
Factory	UART6_9BITADDR	0xcdcdcdcd	Memory	0x400120a4	4	readWrite	strong	
Factory	UART6_9BITAMASK	0xcdcdcdcd	Memory	0x400120a8	4	readWrite	strong	
Factory	UART6PP	0xcdcdcdcd	Memory	0x40012fc0	4	readWrite	strong	
Factory	UART6CC	0xcdcdcdcd	Memory	0x40012fc8	4	readWrite	strong	
Factory	UART7DR	0xcdcdcdcd	Memory	0x40013000	4	readWrite	strong	
Factory	UART7RSR	0xcdcdcdcd	Memory	0x40013004	4	readWrite	strong	
Factory	UART7ECR_UART_ALT	0xcdcdcdcd	Memory	0x40013004	4	readWrite	strong	
Factory	UART7FR	0xcdcdcdcd	Memory	0x40013018	4	readWrite	strong	
Factory	UART7ILPR	0xcdcdcdcd	Memory	0x40013020	4	readWrite	strong	
Factory	UART7IBRD	0xcdcdcdcd	Memory	0x40013024	4	readWrite	strong	
Factory	UART7FBRD	0xcdcdcdcd	Memory	0x40013028	4	readWrite	strong	
Factory	UART7LCRH	0xcdcdcdcd	Memory	0x4001302c	4	readWrite	strong	
Factory	UART7CTL	0xcdcdcdcd	Memory	0x40013030	4	readWrite	strong	
Factory	UART7IFLS	0xcdcdcdcd	Memory	0x40013034	4	readWrite	strong	
Factory	UART7IM	0xcdcdcdcd	Memory	0x40013038	4	readWrite	strong	
Factory	UART7RIS	0xcdcdcdcd	Memory	0x4001303c	4	readWrite	strong	
Factory	UART7MIS	0xcdcdcdcd	Memory	0x40013040	4	readWrite	strong	
Factory	UART7ICR	0xcdcdcdcd	Memory	0x40013044	4	writeOnly	strong	
Factory	UART7DMACTL	0xcdcdcdcd	Memory	0x40013048	4	readWrite	strong	
Factory	UART7_9BITADDR	0xcdcdcdcd	Memory	0x400130a4	4	readWrite	strong	
Factory	UART7_9BITAMASK	0xcdcdcdcd	Memory	0x400130a8	4	readWrite	strong	
Factory	UART7PP	0xcdcdcdcd	Memory	0x40013fc0	4	readWrite	strong	
Factory	UART7CC	0xcdcdcdcd	Memory	0x40013fc8	4	readWrite	strong	
Factory	I2C0_I2C0MSA	0xcdcdcdcd	Memory	0x40020000	4	readWrite	strong	
Factory	I2C0_I2C0SOAR	0xcdcdcdcd	Memory	0x40020800	4	readWrite	strong	
Factory	I2C0_I2C0SCSR	0xcdcdcdcd	Memory	0x40020804	4	readWrite	strong	
Factory	I2C0_I2C0I2C0SCSR_conflict1_I2C0_ALT	0xcdcdcdcd	Memory	0x40020804	4	readWrite	strong	
Factory	I2C0_I2C0MCS	0xcdcdcdcd	Memory	0x40020004	4	readWrite	strong	
Factory	I2C0_I2C0I2C0MCS_conflict2_I2C0_ALT	0xcdcdcdcd	Memory	0x40020004	4	readWrite	strong	
Factory	I2C0_I2C0SDR	0xcdcdcdcd	Memory	0x40020808	4	readWrite	strong	
Factory	I2C0_I2C0MDR	0xcdcdcdcd	Memory	0x40020008	4	readWrite	strong	
Factory	I2C0_I2C0MTPR	0xcdcdcdcd	Memory	0x4002000c	4	readWrite	strong	
Factory	I2C0_I2C0SIMR	0xcdcdcdcd	Memory	0x4002080c	4	readWrite	strong	
Factory	I2C0_I2C0SRIS	0xcdcdcdcd	Memory	0x40020810	4	readWrite	strong	
Factory	I2C0_I2C0MIMR	0xcdcdcdcd	Memory	0x40020010	4	readWrite	strong	
Factory	I2C0_I2C0MRIS	0xcdcdcdcd	Memory	0x40020014	4	readWrite	strong	
Factory	I2C0_I2C0SMIS	0xcdcdcdcd	Memory	0x40020814	4	readWrite	strong	
Factory	I2C0_I2C0SICR	0xcdcdcdcd	Memory	0x40020818	4	writeOnly	strong	
Factory	I2C0_I2C0MMIS	0xcdcdcdcd	Memory	0x40020018	4	readWrite	strong	
Factory	I2C0_I2C0MICR	0xcdcdcdcd	Memory	0x4002001c	4	writeOnly	strong	
Factory	I2C0_I2C0SOAR2	0xcdcdcdcd	Memory	0x4002081c	4	readWrite	strong	
Factory	I2C0_I2C0MCR	0xcdcdcdcd	Memory	0x40020020	4	readWrite	strong	
Factory	I2C0_I2C0SACKCTL	0xcdcdcdcd	Memory	0x40020820	4	readWrite	strong	
Factory	I2C0_I2C0MCLKOCNT	0xcdcdcdcd	Memory	0x40020024	4	readWrite	strong	
Factory	I2C0_I2C0MBMON	0xcdcdcdcd	Memory	0x4002002c	4	readWrite	strong	
Factory	I2C0_I2C0MCR2	0xcdcdcdcd	Memory	0x40020038	4	readWrite	strong	
Factory	I2C0_I2C0PP	0xcdcdcdcd	Memory	0x40020fc0	4	readWrite	strong	
Factory	I2C0_I2C0PC	0xcdcdcdcd	Memory	0x40020fc4	4	readWrite	strong	
Factory	I2C1_I2C1MSA	0xcdcdcdcd	Memory	0x40021000	4	readWrite	strong	
Factory	I2C1_I2C1SOAR	0xcdcdcdcd	Memory	0x40021800	4	readWrite	strong	
Factory	I2C1_I2C1SCSR	0xcdcdcdcd	Memory	0x40021804	4	readWrite	strong	
Factory	I2C1_I2C1I2C1SCSR_conflict1_I2C0_ALT	0xcdcdcdcd	Memory	0x40021804	4	readWrite	strong	
Factory	I2C1_I2C1MCS	0xcdcdcdcd	Memory	0x40021004	4	readWrite	strong	
Factory	I2C1_I2C1I2C1MCS_conflict2_I2C0_ALT	0xcdcdcdcd	Memory	0x40021004	4	readWrite	strong	
Factory	I2C1_I2C1SDR	0xcdcdcdcd	Memory	0x40021808	4	readWrite	strong	
Factory	I2C1_I2C1MDR	0xcdcdcdcd	Memory	0x40021008	4	readWrite	strong	
Factory	I2C1_I2C1MTPR	0xcdcdcdcd	Memory	0x4002100c	4	readWrite	strong	
Factory	I2C1_I2C1SIMR	0xcdcdcdcd	Memory	0x4002180c	4	readWrite	strong	
Factory	I2C1_I2C1SRIS	0xcdcdcdcd	Memory	0x40021810	4	readWrite	strong	
Factory	I2C1_I2C1MIMR	0xcdcdcdcd	Memory	0x40021010	4	readWrite	strong	
Factory	I2C1_I2C1MRIS	0xcdcdcdcd	Memory	0x40021014	4	readWrite	strong	
Factory	I2C1_I2C1SMIS	0xcdcdcdcd	Memory	0x40021814	4	readWrite	strong	
Factory	I2C1_I2C1SICR	0xcdcdcdcd	Memory	0x40021818	4	writeOnly	strong	
Factory	I2C1_I2C1MMIS	0xcdcdcdcd	Memory	0x40021018	4	readWrite	strong	
Factory	I2C1_I2C1MICR	0xcdcdcdcd	Memory	0x4002101c	4	writeOnly	strong	
Factory	I2C1_I2C1SOAR2	0xcdcdcdcd	Memory	0x4002181c	4	readWrite	strong	
Factory	I2C1_I2C1MCR	0xcdcdcdcd	Memory	0x40021020	4	readWrite	strong	
Factory	I2C1_I2C1SACKCTL	0xcdcdcdcd	Memory	0x40021820	4	readWrite	strong	
Factory	I2C1_I2C1MCLKOCNT	0xcdcdcdcd	Memory	0x40021024	4	readWrite	strong	
Factory	I2C1_I2C1MBMON	0xcdcdcdcd	Memory	0x4002102c	4	readWrite	strong	
Factory	I2C1_I2C1MCR2	0xcdcdcdcd	Memory	0x40021038	4	readWrite	strong	
Factory	I2C1_I2C1PP	0xcdcdcdcd	Memory	0x40021fc0	4	readWrite	strong	
Factory	I2C1_I2C1PC	0xcdcdcdcd	Memory	0x40021fc4	4	readWrite	strong	
Factory	I2C2_I2C2MSA	0xcdcdcdcd	Memory	0x40022000	4	readWrite	strong	
Factory	I2C2_I2C2SOAR	0xcdcdcdcd	Memory	0x40022800	4	readWrite	strong	
Factory	I2C2_I2C2SCSR	0xcdcdcdcd	Memory	0x40022804	4	readWrite	strong	
Factory	I2C2_I2C2I2C2SCSR_conflict1_I2C0_ALT	0xcdcdcdcd	Memory	0x40022804	4	readWrite	strong	
Factory	I2C2_I2C2MCS	0xcdcdcdcd	Memory	0x40022004	4	readWrite	strong	
Factory	I2C2_I2C2I2C2MCS_conflict2_I2C0_ALT	0xcdcdcdcd	Memory	0x40022004	4	readWrite	strong	
Factory	I2C2_I2C2SDR	0xcdcdcdcd	Memory	0x40022808	4	readWrite	strong	
Factory	I2C2_I2C2MDR	0xcdcdcdcd	Memory	0x40022008	4	readWrite	strong	
Factory	I2C2_I2C2MTPR	0xcdcdcdcd	Memory	0x4002200c	4	readWrite	strong	
Factory	I2C2_I2C2SIMR	0xcdcdcdcd	Memory	0x4002280c	4	readWrite	strong	
Factory	I2C2_I2C2SRIS	0xcdcdcdcd	Memory	0x40022810	4	readWrite	strong	
Factory	I2C2_I2C2MIMR	0xcdcdcdcd	Memory	0x40022010	4	readWrite	strong	
Factory	I2C2_I2C2MRIS	0xcdcdcdcd	Memory	0x40022014	4	readWrite	strong	
Factory	I2C2_I2C2SMIS	0xcdcdcdcd	Memory	0x40022814	4	readWrite	strong	
Factory	I2C2_I2C2SICR	0xcdcdcdcd	Memory	0x40022818	4	writeOnly	strong	
Factory	I2C2_I2C2MMIS	0xcdcdcdcd	Memory	0x40022018	4	readWrite	strong	
Factory	I2C2_I2C2MICR	0xcdcdcdcd	Memory	0x4002201c	4	writeOnly	strong	
Factory	I2C2_I2C2SOAR2	0xcdcdcdcd	Memory	0x4002281c	4	readWrite	strong	
Factory	I2C2_I2C2MCR	0xcdcdcdcd	Memory	0x40022020	4	readWrite	strong	
Factory	I2C2_I2C2SACKCTL	0xcdcdcdcd	Memory	0x40022820	4	readWrite	strong	
Factory	I2C2_I2C2MCLKOCNT	0xcdcdcdcd	Memory	0x40022024	4	readWrite	strong	
Factory	I2C2_I2C2MBMON	0xcdcdcdcd	Memory	0x4002202c	4	readWrite	strong	
Factory	I2C2_I2C2MCR2	0xcdcdcdcd	Memory	0x40022038	4	readWrite	strong	
Factory	I2C2_I2C2PP	0xcdcdcdcd	Memory	0x40022fc0	4	readWrite	strong	
Factory	I2C2_I2C2PC	0xcdcdcdcd	Memory	0x40022fc4	4	readWrite	strong	
Factory	I2C3_I2C3MSA	0xcdcdcdcd	Memory	0x40023000	4	readWrite	strong	
Factory	I2C3_I2C3SOAR	0xcdcdcdcd	Memory	0x40023800	4	readWrite	strong	
Factory	I2C3_I2C3SCSR	0xcdcdcdcd	Memory	0x40023804	4	readWrite	strong	
Factory	I2C3_I2C3I2C3SCSR_conflict1_I2C0_ALT	0xcdcdcdcd	Memory	0x40023804	4	readWrite	strong	
Factory	I2C3_I2C3MCS	0xcdcdcdcd	Memory	0x40023004	4	readWrite	strong	
Factory	I2C3_I2C3I2C3MCS_conflict2_I2C0_ALT	0xcdcdcdcd	Memory	0x40023004	4	readWrite	strong	
Factory	I2C3_I2C3SDR	0xcdcdcdcd	Memory	0x40023808	4	readWrite	strong	
Factory	I2C3_I2C3MDR	0xcdcdcdcd	Memory	0x40023008	4	readWrite	strong	
Factory	I2C3_I2C3MTPR	0xcdcdcdcd	Memory	0x4002300c	4	readWrite	strong	
Factory	I2C3_I2C3SIMR	0xcdcdcdcd	Memory	0x4002380c	4	readWrite	strong	
Factory	I2C3_I2C3SRIS	0xcdcdcdcd	Memory	0x40023810	4	readWrite	strong	
Factory	I2C3_I2C3MIMR	0xcdcdcdcd	Memory	0x40023010	4	readWrite	strong	
Factory	I2C3_I2C3MRIS	0xcdcdcdcd	Memory	0x40023014	4	readWrite	strong	
Factory	I2C3_I2C3SMIS	0xcdcdcdcd	Memory	0x40023814	4	readWrite	strong	
Factory	I2C3_I2C3SICR	0xcdcdcdcd	Memory	0x40023818	4	writeOnly	strong	
Factory	I2C3_I2C3MMIS	0xcdcdcdcd	Memory	0x40023018	4	readWrite	strong	
Factory	I2C3_I2C3MICR	0xcdcdcdcd	Memory	0x4002301c	4	writeOnly	strong	
Factory	I2C3_I2C3SOAR2	0xcdcdcdcd	Memory	0x4002381c	4	readWrite	strong	
Factory	I2C3_I2C3MCR	0xcdcdcdcd	Memory	0x40023020	4	readWrite	strong	
Factory	I2C3_I2C3SACKCTL	0xcdcdcdcd	Memory	0x40023820	4	readWrite	strong	
Factory	I2C3_I2C3MCLKOCNT	0xcdcdcdcd	Memory	0x40023024	4	readWrite	strong	
Factory	I2C3_I2C3MBMON	0xcdcdcdcd	Memory	0x4002302c	4	readWrite	strong	
Factory	I2C3_I2C3MCR2	0xcdcdcdcd	Memory	0x40023038	4	readWrite	strong	
Factory	I2C3_I2C3PP	0xcdcdcdcd	Memory	0x40023fc0	4	readWrite	strong	
Factory	I2C3_I2C3PC	0xcdcdcdcd	Memory	0x40023fc4	4	readWrite	strong	
Factory	GPIOEDATA	0xcdcdcdcd	Memory	0x400243fc	4	readWrite	strong	
Factory	GPIOEDIR	0xcdcdcdcd	Memory	0x40024400	4	readWrite	strong	
Factory	GPIOEIS	0xcdcdcdcd	Memory	0x40024404	4	readWrite	strong	
Factory	GPIOEIBE	0xcdcdcdcd	Memory	0x40024408	4	readWrite	strong	
Factory	GPIOEIEV	0xcdcdcdcd	Memory	0x4002440c	4	readWrite	strong	
Factory	GPIOEIM	0xcdcdcdcd	Memory	0x40024410	4	readWrite	strong	
Factory	GPIOERIS	0xcdcdcdcd	Memory	0x40024414	4	readWrite	strong	
Factory	GPIOEMIS	0xcdcdcdcd	Memory	0x40024418	4	readWrite	strong	
Factory	GPIOEICR	0xcdcdcdcd	Memory	0x4002441c	4	writeOnly	strong	
Factory	GPIOEAFSEL	0xcdcdcdcd	Memory	0x40024420	4	readWrite	strong	
Factory	GPIOEDR2R	0xcdcdcdcd	Memory	0x40024500	4	readWrite	strong	
Factory	GPIOEDR4R	0xcdcdcdcd	Memory	0x40024504	4	readWrite	strong	
Factory	GPIOEDR8R	0xcdcdcdcd	Memory	0x40024508	4	readWrite	strong	
Factory	GPIOEODR	0xcdcdcdcd	Memory	0x4002450c	4	readWrite	strong	
Factory	GPIOEPUR	0xcdcdcdcd	Memory	0x40024510	4	readWrite	strong	
Factory	GPIOEPDR	0xcdcdcdcd	Memory	0x40024514	4	readWrite	strong	
Factory	GPIOESLR	0xcdcdcdcd	Memory	0x40024518	4	readWrite	strong	
Factory	GPIOEDEN	0xcdcdcdcd	Memory	0x4002451c	4	readWrite	strong	
Factory	GPIOELOCK	0xcdcdcdcd	Memory	0x40024520	4	readWrite	strong	
Factory	GPIOECR	0xcdcdcdcd	Memory	0x40024524	4	readOnly	strong	
Factory	GPIOEAMSEL	0xcdcdcdcd	Memory	0x40024528	4	readWrite	strong	
Factory	GPIOEPCTL	0xcdcdcdcd	Memory	0x4002452c	4	readWrite	strong	
Factory	GPIOEADCCTL	0xcdcdcdcd	Memory	0x40024530	4	readWrite	strong	
Factory	GPIOEDMACTL	0xcdcdcdcd	Memory	0x40024534	4	readWrite	strong	
Factory	GPIOFDATA	0xcdcdcdcd	Memory	0x400253fc	4	readWrite	strong	
Factory	GPIOFDIR	0xcdcdcdcd	Memory	0x40025400	4	readWrite	strong	
Factory	GPIOFIS	0xcdcdcdcd	Memory	0x40025404	4	readWrite	strong	
Factory	GPIOFIBE	0xcdcdcdcd	Memory	0x40025408	4	readWrite	strong	
Factory	GPIOFIEV	0xcdcdcdcd	Memory	0x4002540c	4	readWrite	strong	
Factory	GPIOFIM	0xcdcdcdcd	Memory	0x40025410	4	readWrite	strong	
Factory	GPIOFRIS	0xcdcdcdcd	Memory	0x40025414	4	readWrite	strong	
Factory	GPIOFMIS	0xcdcdcdcd	Memory	0x40025418	4	readWrite	strong	
Factory	GPIOFICR	0xcdcdcdcd	Memory	0x4002541c	4	writeOnly	strong	
Factory	GPIOFAFSEL	0xcdcdcdcd	Memory	0x40025420	4	readWrite	strong	
Factory	GPIOFDR2R	0xcdcdcdcd	Memory	0x40025500	4	readWrite	strong	
Factory	GPIOFDR4R	0xcdcdcdcd	Memory	0x40025504	4	readWrite	strong	
Factory	GPIOFDR8R	0xcdcdcdcd	Memory	0x40025508	4	readWrite	strong	
Factory	GPIOFODR	0xcdcdcdcd	Memory	0x4002550c	4	readWrite	strong	
Factory	GPIOFPUR	0xcdcdcdcd	Memory	0x40025510	4	readWrite	strong	
Factory	GPIOFPDR	0xcdcdcdcd	Memory	0x40025514	4	readWrite	strong	
Factory	GPIOFSLR	0xcdcdcdcd	Memory	0x40025518	4	readWrite	strong	
Factory	GPIOFDEN	0xcdcdcdcd	Memory	0x4002551c	4	readWrite	strong	
Factory	GPIOFLOCK	0xcdcdcdcd	Memory	0x40025520	4	readWrite	strong	
Factory	GPIOFCR	0xcdcdcdcd	Memory	0x40025524	4	readOnly	strong	
Factory	GPIOFAMSEL	0xcdcdcdcd	Memory	0x40025528	4	readWrite	strong	
Factory	GPIOFPCTL	0xcdcdcdcd	Memory	0x4002552c	4	readWrite	strong	
Factory	GPIOFADCCTL	0xcdcdcdcd	Memory	0x40025530	4	readWrite	strong	
Factory	GPIOFDMACTL	0xcdcdcdcd	Memory	0x40025534	4	readWrite	strong	
Factory	PWM0CTL	0xcdcdcdcd	Memory	0x40028000	4	readWrite	strong	
Factory	PWM0SYNC	0xcdcdcdcd	Memory	0x40028004	4	readWrite	strong	
Factory	PWM0ENABLE	0xcdcdcdcd	Memory	0x40028008	4	readWrite	strong	
Factory	PWM0INVERT	0xcdcdcdcd	Memory	0x4002800c	4	readWrite	strong	
Factory	PWM0FAULT	0xcdcdcdcd	Memory	0x40028010	4	readWrite	strong	
Factory	PWM0INTEN	0xcdcdcdcd	Memory	0x40028014	4	readWrite	strong	
Factory	PWM0RIS	0xcdcdcdcd	Memory	0x40028018	4	readWrite	strong	
Factory	PWM0ISC	0xcdcdcdcd	Memory	0x4002801c	4	readWrite	strong	
Factory	PWM0STATUS	0xcdcdcdcd	Memory	0x40028020	4	readWrite	strong	
Factory	PWM0FAULTVAL	0xcdcdcdcd	Memory	0x40028024	4	readWrite	strong	
Factory	PWM0ENUPD	0xcdcdcdcd	Memory	0x40028028	4	readWrite	strong	
Factory	PWM0_0_CTL	0xcdcdcdcd	Memory	0x40028040	4	readWrite	strong	
Factory	PWM0_0_INTEN	0xcdcdcdcd	Memory	0x40028044	4	readWrite	strong	
Factory	PWM0_0_RIS	0xcdcdcdcd	Memory	0x40028048	4	readWrite	strong	
Factory	PWM0_0_ISC	0xcdcdcdcd	Memory	0x4002804c	4	readWrite	strong	
Factory	PWM0_0_LOAD	0xcdcdcdcd	Memory	0x40028050	4	readWrite	strong	
Factory	PWM0_0_COUNT	0xcdcdcdcd	Memory	0x40028054	4	readWrite	strong	
Factory	PWM0_0_CMPA	0xcdcdcdcd	Memory	0x40028058	4	readWrite	strong	
Factory	PWM0_0_CMPB	0xcdcdcdcd	Memory	0x4002805c	4	readWrite	strong	
Factory	PWM0_0_GENA	0xcdcdcdcd	Memory	0x40028060	4	readWrite	strong	
Factory	PWM0_0_GENB	0xcdcdcdcd	Memory	0x40028064	4	readWrite	strong	
Factory	PWM0_0_DBCTL	0xcdcdcdcd	Memory	0x40028068	4	readWrite	strong	
Factory	PWM0_0_DBRISE	0xcdcdcdcd	Memory	0x4002806c	4	readWrite	strong	
Factory	PWM0_0_DBFALL	0xcdcdcdcd	Memory	0x40028070	4	readWrite	strong	
Factory	PWM0_0_FLTSRC0	0xcdcdcdcd	Memory	0x40028074	4	readWrite	strong	
Factory	PWM0_0_FLTSRC1	0xcdcdcdcd	Memory	0x40028078	4	readWrite	strong	
Factory	PWM0_0_MINFLTPER	0xcdcdcdcd	Memory	0x4002807c	4	readWrite	strong	
Factory	PWM0_1_CTL	0xcdcdcdcd	Memory	0x40028080	4	readWrite	strong	
Factory	PWM0_1_INTEN	0xcdcdcdcd	Memory	0x40028084	4	readWrite	strong	
Factory	PWM0_1_RIS	0xcdcdcdcd	Memory	0x40028088	4	readWrite	strong	
Factory	PWM0_1_ISC	0xcdcdcdcd	Memory	0x4002808c	4	readWrite	strong	
Factory	PWM0_1_LOAD	0xcdcdcdcd	Memory	0x40028090	4	readWrite	strong	
Factory	PWM0_1_COUNT	0xcdcdcdcd	Memory	0x40028094	4	readWrite	strong	
Factory	PWM0_1_CMPA	0xcdcdcdcd	Memory	0x40028098	4	readWrite	strong	
Factory	PWM0_1_CMPB	0xcdcdcdcd	Memory	0x4002809c	4	readWrite	strong	
Factory	PWM0_1_GENA	0xcdcdcdcd	Memory	0x400280a0	4	readWrite	strong	
Factory	PWM0_1_GENB	0xcdcdcdcd	Memory	0x400280a4	4	readWrite	strong	
Factory	PWM0_1_DBCTL	0xcdcdcdcd	Memory	0x400280a8	4	readWrite	strong	
Factory	PWM0_1_DBRISE	0xcdcdcdcd	Memory	0x400280ac	4	readWrite	strong	
Factory	PWM0_1_DBFALL	0xcdcdcdcd	Memory	0x400280b0	4	readWrite	strong	
Factory	PWM0_1_FLTSRC0	0xcdcdcdcd	Memory	0x400280b4	4	readWrite	strong	
Factory	PWM0_1_FLTSRC1	0xcdcdcdcd	Memory	0x400280b8	4	readWrite	strong	
Factory	PWM0_1_MINFLTPER	0xcdcdcdcd	Memory	0x400280bc	4	readWrite	strong	
Factory	PWM0_2_CTL	0xcdcdcdcd	Memory	0x400280c0	4	readWrite	strong	
Factory	PWM0_2_INTEN	0xcdcdcdcd	Memory	0x400280c4	4	readWrite	strong	
Factory	PWM0_2_RIS	0xcdcdcdcd	Memory	0x400280c8	4	readWrite	strong	
Factory	PWM0_2_ISC	0xcdcdcdcd	Memory	0x400280cc	4	readWrite	strong	
Factory	PWM0_2_LOAD	0xcdcdcdcd	Memory	0x400280d0	4	readWrite	strong	
Factory	PWM0_2_COUNT	0xcdcdcdcd	Memory	0x400280d4	4	readWrite	strong	
Factory	PWM0_2_CMPA	0xcdcdcdcd	Memory	0x400280d8	4	readWrite	strong	
Factory	PWM0_2_CMPB	0xcdcdcdcd	Memory	0x400280dc	4	readWrite	strong	
Factory	PWM0_2_GENA	0xcdcdcdcd	Memory	0x400280e0	4	readWrite	strong	
Factory	PWM0_2_GENB	0xcdcdcdcd	Memory	0x400280e4	4	readWrite	strong	
Factory	PWM0_2_DBCTL	0xcdcdcdcd	Memory	0x400280e8	4	readWrite	strong	
Factory	PWM0_2_DBRISE	0xcdcdcdcd	Memory	0x400280ec	4	readWrite	strong	
Factory	PWM0_2_DBFALL	0xcdcdcdcd	Memory	0x400280f0	4	readWrite	strong	
Factory	PWM0_2_FLTSRC0	0xcdcdcdcd	Memory	0x400280f4	4	readWrite	strong	
Factory	PWM0_2_FLTSRC1	0xcdcdcdcd	Memory	0x400280f8	4	readWrite	strong	
Factory	PWM0_2_MINFLTPER	0xcdcdcdcd	Memory	0x400280fc	4	readWrite	strong	
Factory	PWM0_3_CTL	0xcdcdcdcd	Memory	0x40028100	4	readWrite	strong	
Factory	PWM0_3_INTEN	0xcdcdcdcd	Memory	0x40028104	4	readWrite	strong	
Factory	PWM0_3_RIS	0xcdcdcdcd	Memory	0x40028108	4	readWrite	strong	
Factory	PWM0_3_ISC	0xcdcdcdcd	Memory	0x4002810c	4	readWrite	strong	
Factory	PWM0_3_LOAD	0xcdcdcdcd	Memory	0x40028110	4	readWrite	strong	
Factory	PWM0_3_COUNT	0xcdcdcdcd	Memory	0x40028114	4	readWrite	strong	
Factory	PWM0_3_CMPA	0xcdcdcdcd	Memory	0x40028118	4	readWrite	strong	
Factory	PWM0_3_CMPB	0xcdcdcdcd	Memory	0x4002811c	4	readWrite	strong	
Factory	PWM0_3_GENA	0xcdcdcdcd	Memory	0x40028120	4	readWrite	strong	
Factory	PWM0_3_GENB	0xcdcdcdcd	Memory	0x40028124	4	readWrite	strong	
Factory	PWM0_3_DBCTL	0xcdcdcdcd	Memory	0x40028128	4	readWrite	strong	
Factory	PWM0_3_DBRISE	0xcdcdcdcd	Memory	0x4002812c	4	readWrite	strong	
Factory	PWM0_3_DBFALL	0xcdcdcdcd	Memory	0x40028130	4	readWrite	strong	
Factory	PWM0_3_FLTSRC0	0xcdcdcdcd	Memory	0x40028134	4	readWrite	strong	
Factory	PWM0_3_FLTSRC1	0xcdcdcdcd	Memory	0x40028138	4	readWrite	strong	
Factory	PWM0_3_MINFLTPER	0xcdcdcdcd	Memory	0x4002813c	4	readWrite	strong	
Factory	PWM0_0_FLTSEN	0xcdcdcdcd	Memory	0x40028800	4	readWrite	strong	
Factory	PWM0_0_FLTSTAT0	0xcdcdcdcd	Memory	0x40028804	4	readOnly	strong	
Factory	PWM0_0_FLTSTAT1	0xcdcdcdcd	Memory	0x40028808	4	readOnly	strong	
Factory	PWM0_1_FLTSEN	0xcdcdcdcd	Memory	0x40028880	4	readWrite	strong	
Factory	PWM0_1_FLTSTAT0	0xcdcdcdcd	Memory	0x40028884	4	readOnly	strong	
Factory	PWM0_1_FLTSTAT1	0xcdcdcdcd	Memory	0x40028888	4	readOnly	strong	
Factory	PWM0_2_FLTSTAT0	0xcdcdcdcd	Memory	0x40028904	4	readOnly	strong	
Factory	PWM0_2_FLTSTAT1	0xcdcdcdcd	Memory	0x40028908	4	readOnly	strong	
Factory	PWM0_3_FLTSTAT0	0xcdcdcdcd	Memory	0x40028984	4	readOnly	strong	
Factory	PWM0_3_FLTSTAT1	0xcdcdcdcd	Memory	0x40028988	4	readOnly	strong	
Factory	PWM0PP	0xcdcdcdcd	Memory	0x40028fc0	4	readWrite	strong	
Factory	PWM1CTL	0xcdcdcdcd	Memory	0x40029000	4	readWrite	strong	
Factory	PWM1SYNC	0xcdcdcdcd	Memory	0x40029004	4	readWrite	strong	
Factory	PWM1ENABLE	0xcdcdcdcd	Memory	0x40029008	4	readWrite	strong	
Factory	PWM1INVERT	0xcdcdcdcd	Memory	0x4002900c	4	readWrite	strong	
Factory	PWM1FAULT	0xcdcdcdcd	Memory	0x40029010	4	readWrite	strong	
Factory	PWM1INTEN	0xcdcdcdcd	Memory	0x40029014	4	readWrite	strong	
Factory	PWM1RIS	0xcdcdcdcd	Memory	0x40029018	4	readWrite	strong	
Factory	PWM1ISC	0xcdcdcdcd	Memory	0x4002901c	4	readWrite	strong	
Factory	PWM1STATUS	0xcdcdcdcd	Memory	0x40029020	4	readWrite	strong	
Factory	PWM1FAULTVAL	0xcdcdcdcd	Memory	0x40029024	4	readWrite	strong	
Factory	PWM1ENUPD	0xcdcdcdcd	Memory	0x40029028	4	readWrite	strong	
Factory	PWM1_0_CTL	0xcdcdcdcd	Memory	0x40029040	4	readWrite	strong	
Factory	PWM1_0_INTEN	0xcdcdcdcd	Memory	0x40029044	4	readWrite	strong	
Factory	PWM1_0_RIS	0xcdcdcdcd	Memory	0x40029048	4	readWrite	strong	
Factory	PWM1_0_ISC	0xcdcdcdcd	Memory	0x4002904c	4	readWrite	strong	
Factory	PWM1_0_LOAD	0xcdcdcdcd	Memory	0x40029050	4	readWrite	strong	
Factory	PWM1_0_COUNT	0xcdcdcdcd	Memory	0x40029054	4	readWrite	strong	
Factory	PWM1_0_CMPA	0xcdcdcdcd	Memory	0x40029058	4	readWrite	strong	
Factory	PWM1_0_CMPB	0xcdcdcdcd	Memory	0x4002905c	4	readWrite	strong	
Factory	PWM1_0_GENA	0xcdcdcdcd	Memory	0x40029060	4	readWrite	strong	
Factory	PWM1_0_GENB	0xcdcdcdcd	Memory	0x40029064	4	readWrite	strong	
Factory	PWM1_0_DBCTL	0xcdcdcdcd	Memory	0x40029068	4	readWrite	strong	
Factory	PWM1_0_DBRISE	0xcdcdcdcd	Memory	0x4002906c	4	readWrite	strong	
Factory	PWM1_0_DBFALL	0xcdcdcdcd	Memory	0x40029070	4	readWrite	strong	
Factory	PWM1_0_FLTSRC0	0xcdcdcdcd	Memory	0x40029074	4	readWrite	strong	
Factory	PWM1_0_FLTSRC1	0xcdcdcdcd	Memory	0x40029078	4	readWrite	strong	
Factory	PWM1_0_MINFLTPER	0xcdcdcdcd	Memory	0x4002907c	4	readWrite	strong	
