type	name	value	zone	address	bytes	access	other
Factory	PWM1_1_CTL	0xcdcdcdcd	Memory	0x40029080	4	readWrite	strong	
Factory	PWM1_1_INTEN	0xcdcdcdcd	Memory	0x40029084	4	readWrite	strong	
Factory	PWM1_1_RIS	0xcdcdcdcd	Memory	0x40029088	4	readWrite	strong	
Factory	PWM1_1_ISC	0xcdcdcdcd	Memory	0x4002908c	4	readWrite	strong	
Factory	PWM1_1_LOAD	0xcdcdcdcd	Memory	0x40029090	4	readWrite	strong	
Factory	PWM1_1_COUNT	0xcdcdcdcd	Memory	0x40029094	4	readWrite	strong	
Factory	PWM1_1_CMPA	0xcdcdcdcd	Memory	0x40029098	4	readWrite	strong	
Factory	PWM1_1_CMPB	0xcdcdcdcd	Memory	0x4002909c	4	readWrite	strong	
Factory	PWM1_1_GENA	0xcdcdcdcd	Memory	0x400290a0	4	readWrite	strong	
Factory	PWM1_1_GENB	0xcdcdcdcd	Memory	0x400290a4	4	readWrite	strong	
Factory	PWM1_1_DBCTL	0xcdcdcdcd	Memory	0x400290a8	4	readWrite	strong	
Factory	PWM1_1_DBRISE	0xcdcdcdcd	Memory	0x400290ac	4	readWrite	strong	
Factory	PWM1_1_DBFALL	0xcdcdcdcd	Memory	0x400290b0	4	readWrite	strong	
Factory	PWM1_1_FLTSRC0	0xcdcdcdcd	Memory	0x400290b4	4	readWrite	strong	
Factory	PWM1_1_FLTSRC1	0xcdcdcdcd	Memory	0x400290b8	4	readWrite	strong	
Factory	PWM1_1_MINFLTPER	0xcdcdcdcd	Memory	0x400290bc	4	readWrite	strong	
Factory	PWM1_2_CTL	0xcdcdcdcd	Memory	0x400290c0	4	readWrite	strong	
Factory	PWM1_2_INTEN	0xcdcdcdcd	Memory	0x400290c4	4	readWrite	strong	
Factory	PWM1_2_RIS	0xcdcdcdcd	Memory	0x400290c8	4	readWrite	strong	
Factory	PWM1_2_ISC	0xcdcdcdcd	Memory	0x400290cc	4	readWrite	strong	
Factory	PWM1_2_LOAD	0xcdcdcdcd	Memory	0x400290d0	4	readWrite	strong	
Factory	PWM1_2_COUNT	0xcdcdcdcd	Memory	0x400290d4	4	readWrite	strong	
Factory	PWM1_2_CMPA	0xcdcdcdcd	Memory	0x400290d8	4	readWrite	strong	
Factory	PWM1_2_CMPB	0xcdcdcdcd	Memory	0x400290dc	4	readWrite	strong	
Factory	PWM1_2_GENA	0xcdcdcdcd	Memory	0x400290e0	4	readWrite	strong	
Factory	PWM1_2_GENB	0xcdcdcdcd	Memory	0x400290e4	4	readWrite	strong	
Factory	PWM1_2_DBCTL	0xcdcdcdcd	Memory	0x400290e8	4	readWrite	strong	
Factory	PWM1_2_DBRISE	0xcdcdcdcd	Memory	0x400290ec	4	readWrite	strong	
Factory	PWM1_2_DBFALL	0xcdcdcdcd	Memory	0x400290f0	4	readWrite	strong	
Factory	PWM1_2_FLTSRC0	0xcdcdcdcd	Memory	0x400290f4	4	readWrite	strong	
Factory	PWM1_2_FLTSRC1	0xcdcdcdcd	Memory	0x400290f8	4	readWrite	strong	
Factory	PWM1_2_MINFLTPER	0xcdcdcdcd	Memory	0x400290fc	4	readWrite	strong	
Factory	PWM1_3_CTL	0xcdcdcdcd	Memory	0x40029100	4	readWrite	strong	
Factory	PWM1_3_INTEN	0xcdcdcdcd	Memory	0x40029104	4	readWrite	strong	
Factory	PWM1_3_RIS	0xcdcdcdcd	Memory	0x40029108	4	readWrite	strong	
Factory	PWM1_3_ISC	0xcdcdcdcd	Memory	0x4002910c	4	readWrite	strong	
Factory	PWM1_3_LOAD	0xcdcdcdcd	Memory	0x40029110	4	readWrite	strong	
Factory	PWM1_3_COUNT	0xcdcdcdcd	Memory	0x40029114	4	readWrite	strong	
Factory	PWM1_3_CMPA	0xcdcdcdcd	Memory	0x40029118	4	readWrite	strong	
Factory	PWM1_3_CMPB	0xcdcdcdcd	Memory	0x4002911c	4	readWrite	strong	
Factory	PWM1_3_GENA	0xcdcdcdcd	Memory	0x40029120	4	readWrite	strong	
Factory	PWM1_3_GENB	0xcdcdcdcd	Memory	0x40029124	4	readWrite	strong	
Factory	PWM1_3_DBCTL	0xcdcdcdcd	Memory	0x40029128	4	readWrite	strong	
Factory	PWM1_3_DBRISE	0xcdcdcdcd	Memory	0x4002912c	4	readWrite	strong	
Factory	PWM1_3_DBFALL	0xcdcdcdcd	Memory	0x40029130	4	readWrite	strong	
Factory	PWM1_3_FLTSRC0	0xcdcdcdcd	Memory	0x40029134	4	readWrite	strong	
Factory	PWM1_3_FLTSRC1	0xcdcdcdcd	Memory	0x40029138	4	readWrite	strong	
Factory	PWM1_3_MINFLTPER	0xcdcdcdcd	Memory	0x4002913c	4	readWrite	strong	
Factory	PWM1_0_FLTSEN	0xcdcdcdcd	Memory	0x40029800	4	readWrite	strong	
Factory	PWM1_0_FLTSTAT0	0xcdcdcdcd	Memory	0x40029804	4	readOnly	strong	
Factory	PWM1_0_FLTSTAT1	0xcdcdcdcd	Memory	0x40029808	4	readOnly	strong	
Factory	PWM1_1_FLTSEN	0xcdcdcdcd	Memory	0x40029880	4	readWrite	strong	
Factory	PWM1_1_FLTSTAT0	0xcdcdcdcd	Memory	0x40029884	4	readOnly	strong	
Factory	PWM1_1_FLTSTAT1	0xcdcdcdcd	Memory	0x40029888	4	readOnly	strong	
Factory	PWM1_2_FLTSTAT0	0xcdcdcdcd	Memory	0x40029904	4	readOnly	strong	
Factory	PWM1_2_FLTSTAT1	0xcdcdcdcd	Memory	0x40029908	4	readOnly	strong	
Factory	PWM1_3_FLTSTAT0	0xcdcdcdcd	Memory	0x40029984	4	readOnly	strong	
Factory	PWM1_3_FLTSTAT1	0xcdcdcdcd	Memory	0x40029988	4	readOnly	strong	
Factory	PWM1PP	0xcdcdcdcd	Memory	0x40029fc0	4	readWrite	strong	
Factory	QEI0CTL	0xcdcdcdcd	Memory	0x4002c000	4	readWrite	strong	
Factory	QEI0STAT	0xcdcdcdcd	Memory	0x4002c004	4	readWrite	strong	
Factory	QEI0POS	0xcdcdcdcd	Memory	0x4002c008	4	readWrite	strong	
Factory	QEI0MAXPOS	0xcdcdcdcd	Memory	0x4002c00c	4	readWrite	strong	
Factory	QEI0LOAD	0xcdcdcdcd	Memory	0x4002c010	4	readWrite	strong	
Factory	QEI0TIME	0xcdcdcdcd	Memory	0x4002c014	4	readWrite	strong	
Factory	QEI0COUNT	0xcdcdcdcd	Memory	0x4002c018	4	readWrite	strong	
Factory	QEI0SPEED	0xcdcdcdcd	Memory	0x4002c01c	4	readWrite	strong	
Factory	QEI0INTEN	0xcdcdcdcd	Memory	0x4002c020	4	readWrite	strong	
Factory	QEI0RIS	0xcdcdcdcd	Memory	0x4002c024	4	readWrite	strong	
Factory	QEI0ISC	0xcdcdcdcd	Memory	0x4002c028	4	readWrite	strong	
Factory	QEI1CTL	0xcdcdcdcd	Memory	0x4002d000	4	readWrite	strong	
Factory	QEI1STAT	0xcdcdcdcd	Memory	0x4002d004	4	readWrite	strong	
Factory	QEI1POS	0xcdcdcdcd	Memory	0x4002d008	4	readWrite	strong	
Factory	QEI1MAXPOS	0xcdcdcdcd	Memory	0x4002d00c	4	readWrite	strong	
Factory	QEI1LOAD	0xcdcdcdcd	Memory	0x4002d010	4	readWrite	strong	
Factory	QEI1TIME	0xcdcdcdcd	Memory	0x4002d014	4	readWrite	strong	
Factory	QEI1COUNT	0xcdcdcdcd	Memory	0x4002d018	4	readWrite	strong	
Factory	QEI1SPEED	0xcdcdcdcd	Memory	0x4002d01c	4	readWrite	strong	
Factory	QEI1INTEN	0xcdcdcdcd	Memory	0x4002d020	4	readWrite	strong	
Factory	QEI1RIS	0xcdcdcdcd	Memory	0x4002d024	4	readWrite	strong	
Factory	QEI1ISC	0xcdcdcdcd	Memory	0x4002d028	4	readWrite	strong	
Factory	TIMER0CFG	0xcdcdcdcd	Memory	0x40030000	4	readWrite	strong	
Factory	TIMER0TAMR	0xcdcdcdcd	Memory	0x40030004	4	readWrite	strong	
Factory	TIMER0TBMR	0xcdcdcdcd	Memory	0x40030008	4	readWrite	strong	
Factory	TIMER0CTL	0xcdcdcdcd	Memory	0x4003000c	4	readWrite	strong	
Factory	TIMER0SYNC	0xcdcdcdcd	Memory	0x40030010	4	readWrite	strong	
Factory	TIMER0IMR	0xcdcdcdcd	Memory	0x40030018	4	readWrite	strong	
Factory	TIMER0RIS	0xcdcdcdcd	Memory	0x4003001c	4	readWrite	strong	
Factory	TIMER0MIS	0xcdcdcdcd	Memory	0x40030020	4	readWrite	strong	
Factory	TIMER0ICR	0xcdcdcdcd	Memory	0x40030024	4	writeOnly	strong	
Factory	TIMER0TAILR	0xcdcdcdcd	Memory	0x40030028	4	readWrite	strong	
Factory	TIMER0TBILR	0xcdcdcdcd	Memory	0x4003002c	4	readWrite	strong	
Factory	TIMER0TAMATCHR	0xcdcdcdcd	Memory	0x40030030	4	readWrite	strong	
Factory	TIMER0TBMATCHR	0xcdcdcdcd	Memory	0x40030034	4	readWrite	strong	
Factory	TIMER0TAPR	0xcdcdcdcd	Memory	0x40030038	4	readWrite	strong	
Factory	TIMER0TBPR	0xcdcdcdcd	Memory	0x4003003c	4	readWrite	strong	
Factory	TIMER0TAPMR	0xcdcdcdcd	Memory	0x40030040	4	readWrite	strong	
Factory	TIMER0TBPMR	0xcdcdcdcd	Memory	0x40030044	4	readWrite	strong	
Factory	TIMER0TAR	0xcdcdcdcd	Memory	0x40030048	4	readWrite	strong	
Factory	TIMER0TBR	0xcdcdcdcd	Memory	0x4003004c	4	readWrite	strong	
Factory	TIMER0TAV	0xcdcdcdcd	Memory	0x40030050	4	readWrite	strong	
Factory	TIMER0TBV	0xcdcdcdcd	Memory	0x40030054	4	readWrite	strong	
Factory	TIMER0RTCPD	0xcdcdcdcd	Memory	0x40030058	4	readWrite	strong	
Factory	TIMER0TAPS	0xcdcdcdcd	Memory	0x4003005c	4	readWrite	strong	
Factory	TIMER0TBPS	0xcdcdcdcd	Memory	0x40030060	4	readWrite	strong	
Factory	TIMER0TAPV	0xcdcdcdcd	Memory	0x40030064	4	readWrite	strong	
Factory	TIMER0TBPV	0xcdcdcdcd	Memory	0x40030068	4	readWrite	strong	
Factory	TIMER0PP	0xcdcdcdcd	Memory	0x40030fc0	4	readWrite	strong	
Factory	TIMER1CFG	0xcdcdcdcd	Memory	0x40031000	4	readWrite	strong	
Factory	TIMER1TAMR	0xcdcdcdcd	Memory	0x40031004	4	readWrite	strong	
Factory	TIMER1TBMR	0xcdcdcdcd	Memory	0x40031008	4	readWrite	strong	
Factory	TIMER1CTL	0xcdcdcdcd	Memory	0x4003100c	4	readWrite	strong	
Factory	TIMER1SYNC	0xcdcdcdcd	Memory	0x40031010	4	readWrite	strong	
Factory	TIMER1IMR	0xcdcdcdcd	Memory	0x40031018	4	readWrite	strong	
Factory	TIMER1RIS	0xcdcdcdcd	Memory	0x4003101c	4	readWrite	strong	
Factory	TIMER1MIS	0xcdcdcdcd	Memory	0x40031020	4	readWrite	strong	
Factory	TIMER1ICR	0xcdcdcdcd	Memory	0x40031024	4	writeOnly	strong	
Factory	TIMER1TAILR	0xcdcdcdcd	Memory	0x40031028	4	readWrite	strong	
Factory	TIMER1TBILR	0xcdcdcdcd	Memory	0x4003102c	4	readWrite	strong	
Factory	TIMER1TAMATCHR	0xcdcdcdcd	Memory	0x40031030	4	readWrite	strong	
Factory	TIMER1TBMATCHR	0xcdcdcdcd	Memory	0x40031034	4	readWrite	strong	
Factory	TIMER1TAPR	0xcdcdcdcd	Memory	0x40031038	4	readWrite	strong	
Factory	TIMER1TBPR	0xcdcdcdcd	Memory	0x4003103c	4	readWrite	strong	
Factory	TIMER1TAPMR	0xcdcdcdcd	Memory	0x40031040	4	readWrite	strong	
Factory	TIMER1TBPMR	0xcdcdcdcd	Memory	0x40031044	4	readWrite	strong	
Factory	TIMER1TAR	0xcdcdcdcd	Memory	0x40031048	4	readWrite	strong	
Factory	TIMER1TBR	0xcdcdcdcd	Memory	0x4003104c	4	readWrite	strong	
Factory	TIMER1TAV	0xcdcdcdcd	Memory	0x40031050	4	readWrite	strong	
Factory	TIMER1TBV	0xcdcdcdcd	Memory	0x40031054	4	readWrite	strong	
Factory	TIMER1RTCPD	0xcdcdcdcd	Memory	0x40031058	4	readWrite	strong	
Factory	TIMER1TAPS	0xcdcdcdcd	Memory	0x4003105c	4	readWrite	strong	
Factory	TIMER1TBPS	0xcdcdcdcd	Memory	0x40031060	4	readWrite	strong	
Factory	TIMER1TAPV	0xcdcdcdcd	Memory	0x40031064	4	readWrite	strong	
Factory	TIMER1TBPV	0xcdcdcdcd	Memory	0x40031068	4	readWrite	strong	
Factory	TIMER1PP	0xcdcdcdcd	Memory	0x40031fc0	4	readWrite	strong	
Factory	TIMER2CFG	0xcdcdcdcd	Memory	0x40032000	4	readWrite	strong	
Factory	TIMER2TAMR	0xcdcdcdcd	Memory	0x40032004	4	readWrite	strong	
Factory	TIMER2TBMR	0xcdcdcdcd	Memory	0x40032008	4	readWrite	strong	
Factory	TIMER2CTL	0xcdcdcdcd	Memory	0x4003200c	4	readWrite	strong	
Factory	TIMER2SYNC	0xcdcdcdcd	Memory	0x40032010	4	readWrite	strong	
Factory	TIMER2IMR	0xcdcdcdcd	Memory	0x40032018	4	readWrite	strong	
Factory	TIMER2RIS	0xcdcdcdcd	Memory	0x4003201c	4	readWrite	strong	
Factory	TIMER2MIS	0xcdcdcdcd	Memory	0x40032020	4	readWrite	strong	
Factory	TIMER2ICR	0xcdcdcdcd	Memory	0x40032024	4	writeOnly	strong	
Factory	TIMER2TAILR	0xcdcdcdcd	Memory	0x40032028	4	readWrite	strong	
Factory	TIMER2TBILR	0xcdcdcdcd	Memory	0x4003202c	4	readWrite	strong	
Factory	TIMER2TAMATCHR	0xcdcdcdcd	Memory	0x40032030	4	readWrite	strong	
Factory	TIMER2TBMATCHR	0xcdcdcdcd	Memory	0x40032034	4	readWrite	strong	
Factory	TIMER2TAPR	0xcdcdcdcd	Memory	0x40032038	4	readWrite	strong	
Factory	TIMER2TBPR	0xcdcdcdcd	Memory	0x4003203c	4	readWrite	strong	
Factory	TIMER2TAPMR	0xcdcdcdcd	Memory	0x40032040	4	readWrite	strong	
Factory	TIMER2TBPMR	0xcdcdcdcd	Memory	0x40032044	4	readWrite	strong	
Factory	TIMER2TAR	0xcdcdcdcd	Memory	0x40032048	4	readWrite	strong	
Factory	TIMER2TBR	0xcdcdcdcd	Memory	0x4003204c	4	readWrite	strong	
Factory	TIMER2TAV	0xcdcdcdcd	Memory	0x40032050	4	readWrite	strong	
Factory	TIMER2TBV	0xcdcdcdcd	Memory	0x40032054	4	readWrite	strong	
Factory	TIMER2RTCPD	0xcdcdcdcd	Memory	0x40032058	4	readWrite	strong	
Factory	TIMER2TAPS	0xcdcdcdcd	Memory	0x4003205c	4	readWrite	strong	
Factory	TIMER2TBPS	0xcdcdcdcd	Memory	0x40032060	4	readWrite	strong	
Factory	TIMER2TAPV	0xcdcdcdcd	Memory	0x40032064	4	readWrite	strong	
Factory	TIMER2TBPV	0xcdcdcdcd	Memory	0x40032068	4	readWrite	strong	
Factory	TIMER2PP	0xcdcdcdcd	Memory	0x40032fc0	4	readWrite	strong	
Factory	TIMER3CFG	0xcdcdcdcd	Memory	0x40033000	4	readWrite	strong	
Factory	TIMER3TAMR	0xcdcdcdcd	Memory	0x40033004	4	readWrite	strong	
Factory	TIMER3TBMR	0xcdcdcdcd	Memory	0x40033008	4	readWrite	strong	
Factory	TIMER3CTL	0xcdcdcdcd	Memory	0x4003300c	4	readWrite	strong	
Factory	TIMER3SYNC	0xcdcdcdcd	Memory	0x40033010	4	readWrite	strong	
Factory	TIMER3IMR	0xcdcdcdcd	Memory	0x40033018	4	readWrite	strong	
Factory	TIMER3RIS	0xcdcdcdcd	Memory	0x4003301c	4	readWrite	strong	
Factory	TIMER3MIS	0xcdcdcdcd	Memory	0x40033020	4	readWrite	strong	
Factory	TIMER3ICR	0xcdcdcdcd	Memory	0x40033024	4	writeOnly	strong	
Factory	TIMER3TAILR	0xcdcdcdcd	Memory	0x40033028	4	readWrite	strong	
Factory	TIMER3TBILR	0xcdcdcdcd	Memory	0x4003302c	4	readWrite	strong	
Factory	TIMER3TAMATCHR	0xcdcdcdcd	Memory	0x40033030	4	readWrite	strong	
Factory	TIMER3TBMATCHR	0xcdcdcdcd	Memory	0x40033034	4	readWrite	strong	
Factory	TIMER3TAPR	0xcdcdcdcd	Memory	0x40033038	4	readWrite	strong	
Factory	TIMER3TBPR	0xcdcdcdcd	Memory	0x4003303c	4	readWrite	strong	
Factory	TIMER3TAPMR	0xcdcdcdcd	Memory	0x40033040	4	readWrite	strong	
Factory	TIMER3TBPMR	0xcdcdcdcd	Memory	0x40033044	4	readWrite	strong	
Factory	TIMER3TAR	0xcdcdcdcd	Memory	0x40033048	4	readWrite	strong	
Factory	TIMER3TBR	0xcdcdcdcd	Memory	0x4003304c	4	readWrite	strong	
Factory	TIMER3TAV	0xcdcdcdcd	Memory	0x40033050	4	readWrite	strong	
Factory	TIMER3TBV	0xcdcdcdcd	Memory	0x40033054	4	readWrite	strong	
Factory	TIMER3RTCPD	0xcdcdcdcd	Memory	0x40033058	4	readWrite	strong	
Factory	TIMER3TAPS	0xcdcdcdcd	Memory	0x4003305c	4	readWrite	strong	
Factory	TIMER3TBPS	0xcdcdcdcd	Memory	0x40033060	4	readWrite	strong	
Factory	TIMER3TAPV	0xcdcdcdcd	Memory	0x40033064	4	readWrite	strong	
Factory	TIMER3TBPV	0xcdcdcdcd	Memory	0x40033068	4	readWrite	strong	
Factory	TIMER3PP	0xcdcdcdcd	Memory	0x40033fc0	4	readWrite	strong	
Factory	TIMER4CFG	0xcdcdcdcd	Memory	0x40034000	4	readWrite	strong	
Factory	TIMER4TAMR	0xcdcdcdcd	Memory	0x40034004	4	readWrite	strong	
Factory	TIMER4TBMR	0xcdcdcdcd	Memory	0x40034008	4	readWrite	strong	
Factory	TIMER4CTL	0xcdcdcdcd	Memory	0x4003400c	4	readWrite	strong	
Factory	TIMER4SYNC	0xcdcdcdcd	Memory	0x40034010	4	readWrite	strong	
Factory	TIMER4IMR	0xcdcdcdcd	Memory	0x40034018	4	readWrite	strong	
Factory	TIMER4RIS	0xcdcdcdcd	Memory	0x4003401c	4	readWrite	strong	
Factory	TIMER4MIS	0xcdcdcdcd	Memory	0x40034020	4	readWrite	strong	
Factory	TIMER4ICR	0xcdcdcdcd	Memory	0x40034024	4	writeOnly	strong	
Factory	TIMER4TAILR	0xcdcdcdcd	Memory	0x40034028	4	readWrite	strong	
Factory	TIMER4TBILR	0xcdcdcdcd	Memory	0x4003402c	4	readWrite	strong	
Factory	TIMER4TAMATCHR	0xcdcdcdcd	Memory	0x40034030	4	readWrite	strong	
Factory	TIMER4TBMATCHR	0xcdcdcdcd	Memory	0x40034034	4	readWrite	strong	
Factory	TIMER4TAPR	0xcdcdcdcd	Memory	0x40034038	4	readWrite	strong	
Factory	TIMER4TBPR	0xcdcdcdcd	Memory	0x4003403c	4	readWrite	strong	
Factory	TIMER4TAPMR	0xcdcdcdcd	Memory	0x40034040	4	readWrite	strong	
Factory	TIMER4TBPMR	0xcdcdcdcd	Memory	0x40034044	4	readWrite	strong	
Factory	TIMER4TAR	0xcdcdcdcd	Memory	0x40034048	4	readWrite	strong	
Factory	TIMER4TBR	0xcdcdcdcd	Memory	0x4003404c	4	readWrite	strong	
Factory	TIMER4TAV	0xcdcdcdcd	Memory	0x40034050	4	readWrite	strong	
Factory	TIMER4TBV	0xcdcdcdcd	Memory	0x40034054	4	readWrite	strong	
Factory	TIMER4RTCPD	0xcdcdcdcd	Memory	0x40034058	4	readWrite	strong	
Factory	TIMER4TAPS	0xcdcdcdcd	Memory	0x4003405c	4	readWrite	strong	
Factory	TIMER4TBPS	0xcdcdcdcd	Memory	0x40034060	4	readWrite	strong	
Factory	TIMER4TAPV	0xcdcdcdcd	Memory	0x40034064	4	readWrite	strong	
Factory	TIMER4TBPV	0xcdcdcdcd	Memory	0x40034068	4	readWrite	strong	
Factory	TIMER4PP	0xcdcdcdcd	Memory	0x40034fc0	4	readWrite	strong	
Factory	TIMER5CFG	0xcdcdcdcd	Memory	0x40035000	4	readWrite	strong	
Factory	TIMER5TAMR	0xcdcdcdcd	Memory	0x40035004	4	readWrite	strong	
Factory	TIMER5TBMR	0xcdcdcdcd	Memory	0x40035008	4	readWrite	strong	
Factory	TIMER5CTL	0xcdcdcdcd	Memory	0x4003500c	4	readWrite	strong	
Factory	TIMER5SYNC	0xcdcdcdcd	Memory	0x40035010	4	readWrite	strong	
Factory	TIMER5IMR	0xcdcdcdcd	Memory	0x40035018	4	readWrite	strong	
Factory	TIMER5RIS	0xcdcdcdcd	Memory	0x4003501c	4	readWrite	strong	
Factory	TIMER5MIS	0xcdcdcdcd	Memory	0x40035020	4	readWrite	strong	
Factory	TIMER5ICR	0xcdcdcdcd	Memory	0x40035024	4	writeOnly	strong	
Factory	TIMER5TAILR	0xcdcdcdcd	Memory	0x40035028	4	readWrite	strong	
Factory	TIMER5TBILR	0xcdcdcdcd	Memory	0x4003502c	4	readWrite	strong	
Factory	TIMER5TAMATCHR	0xcdcdcdcd	Memory	0x40035030	4	readWrite	strong	
Factory	TIMER5TBMATCHR	0xcdcdcdcd	Memory	0x40035034	4	readWrite	strong	
Factory	TIMER5TAPR	0xcdcdcdcd	Memory	0x40035038	4	readWrite	strong	
Factory	TIMER5TBPR	0xcdcdcdcd	Memory	0x4003503c	4	readWrite	strong	
Factory	TIMER5TAPMR	0xcdcdcdcd	Memory	0x40035040	4	readWrite	strong	
Factory	TIMER5TBPMR	0xcdcdcdcd	Memory	0x40035044	4	readWrite	strong	
Factory	TIMER5TAR	0xcdcdcdcd	Memory	0x40035048	4	readWrite	strong	
Factory	TIMER5TBR	0xcdcdcdcd	Memory	0x4003504c	4	readWrite	strong	
Factory	TIMER5TAV	0xcdcdcdcd	Memory	0x40035050	4	readWrite	strong	
Factory	TIMER5TBV	0xcdcdcdcd	Memory	0x40035054	4	readWrite	strong	
Factory	TIMER5RTCPD	0xcdcdcdcd	Memory	0x40035058	4	readWrite	strong	
Factory	TIMER5TAPS	0xcdcdcdcd	Memory	0x4003505c	4	readWrite	strong	
Factory	TIMER5TBPS	0xcdcdcdcd	Memory	0x40035060	4	readWrite	strong	
Factory	TIMER5TAPV	0xcdcdcdcd	Memory	0x40035064	4	readWrite	strong	
Factory	TIMER5TBPV	0xcdcdcdcd	Memory	0x40035068	4	readWrite	strong	
Factory	TIMER5PP	0xcdcdcdcd	Memory	0x40035fc0	4	readWrite	strong	
Factory	WTIMER0CFG	0xcdcdcdcd	Memory	0x40036000	4	readWrite	strong	
Factory	WTIMER0TAMR	0xcdcdcdcd	Memory	0x40036004	4	readWrite	strong	
Factory	WTIMER0TBMR	0xcdcdcdcd	Memory	0x40036008	4	readWrite	strong	
Factory	WTIMER0CTL	0xcdcdcdcd	Memory	0x4003600c	4	readWrite	strong	
Factory	WTIMER0SYNC	0xcdcdcdcd	Memory	0x40036010	4	readWrite	strong	
Factory	WTIMER0IMR	0xcdcdcdcd	Memory	0x40036018	4	readWrite	strong	
Factory	WTIMER0RIS	0xcdcdcdcd	Memory	0x4003601c	4	readWrite	strong	
Factory	WTIMER0MIS	0xcdcdcdcd	Memory	0x40036020	4	readWrite	strong	
Factory	WTIMER0ICR	0xcdcdcdcd	Memory	0x40036024	4	writeOnly	strong	
Factory	WTIMER0TAILR	0xcdcdcdcd	Memory	0x40036028	4	readWrite	strong	
Factory	WTIMER0TBILR	0xcdcdcdcd	Memory	0x4003602c	4	readWrite	strong	
Factory	WTIMER0TAMATCHR	0xcdcdcdcd	Memory	0x40036030	4	readWrite	strong	
Factory	WTIMER0TBMATCHR	0xcdcdcdcd	Memory	0x40036034	4	readWrite	strong	
Factory	WTIMER0TAPR	0xcdcdcdcd	Memory	0x40036038	4	readWrite	strong	
Factory	WTIMER0TBPR	0xcdcdcdcd	Memory	0x4003603c	4	readWrite	strong	
Factory	WTIMER0TAPMR	0xcdcdcdcd	Memory	0x40036040	4	readWrite	strong	
Factory	WTIMER0TBPMR	0xcdcdcdcd	Memory	0x40036044	4	readWrite	strong	
Factory	WTIMER0TAR	0xcdcdcdcd	Memory	0x40036048	4	readWrite	strong	
Factory	WTIMER0TBR	0xcdcdcdcd	Memory	0x4003604c	4	readWrite	strong	
Factory	WTIMER0TAV	0xcdcdcdcd	Memory	0x40036050	4	readWrite	strong	
Factory	WTIMER0TBV	0xcdcdcdcd	Memory	0x40036054	4	readWrite	strong	
Factory	WTIMER0RTCPD	0xcdcdcdcd	Memory	0x40036058	4	readWrite	strong	
Factory	WTIMER0TAPS	0xcdcdcdcd	Memory	0x4003605c	4	readWrite	strong	
Factory	WTIMER0TBPS	0xcdcdcdcd	Memory	0x40036060	4	readWrite	strong	
Factory	WTIMER0TAPV	0xcdcdcdcd	Memory	0x40036064	4	readWrite	strong	
Factory	WTIMER0TBPV	0xcdcdcdcd	Memory	0x40036068	4	readWrite	strong	
Factory	WTIMER0PP	0xcdcdcdcd	Memory	0x40036fc0	4	readWrite	strong	
Factory	WTIMER1CFG	0xcdcdcdcd	Memory	0x40037000	4	readWrite	strong	
Factory	WTIMER1TAMR	0xcdcdcdcd	Memory	0x40037004	4	readWrite	strong	
Factory	WTIMER1TBMR	0xcdcdcdcd	Memory	0x40037008	4	readWrite	strong	
Factory	WTIMER1CTL	0xcdcdcdcd	Memory	0x4003700c	4	readWrite	strong	
Factory	WTIMER1SYNC	0xcdcdcdcd	Memory	0x40037010	4	readWrite	strong	
Factory	WTIMER1IMR	0xcdcdcdcd	Memory	0x40037018	4	readWrite	strong	
Factory	WTIMER1RIS	0xcdcdcdcd	Memory	0x4003701c	4	readWrite	strong	
Factory	WTIMER1MIS	0xcdcdcdcd	Memory	0x40037020	4	readWrite	strong	
Factory	WTIMER1ICR	0xcdcdcdcd	Memory	0x40037024	4	writeOnly	strong	
Factory	WTIMER1TAILR	0xcdcdcdcd	Memory	0x40037028	4	readWrite	strong	
Factory	WTIMER1TBILR	0xcdcdcdcd	Memory	0x4003702c	4	readWrite	strong	
Factory	WTIMER1TAMATCHR	0xcdcdcdcd	Memory	0x40037030	4	readWrite	strong	
Factory	WTIMER1TBMATCHR	0xcdcdcdcd	Memory	0x40037034	4	readWrite	strong	
Factory	WTIMER1TAPR	0xcdcdcdcd	Memory	0x40037038	4	readWrite	strong	
Factory	WTIMER1TBPR	0xcdcdcdcd	Memory	0x4003703c	4	readWrite	strong	
Factory	WTIMER1TAPMR	0xcdcdcdcd	Memory	0x40037040	4	readWrite	strong	
Factory	WTIMER1TBPMR	0xcdcdcdcd	Memory	0x40037044	4	readWrite	strong	
Factory	WTIMER1TAR	0xcdcdcdcd	Memory	0x40037048	4	readWrite	strong	
Factory	WTIMER1TBR	0xcdcdcdcd	Memory	0x4003704c	4	readWrite	strong	
Factory	WTIMER1TAV	0xcdcdcdcd	Memory	0x40037050	4	readWrite	strong	
Factory	WTIMER1TBV	0xcdcdcdcd	Memory	0x40037054	4	readWrite	strong	
Factory	WTIMER1RTCPD	0xcdcdcdcd	Memory	0x40037058	4	readWrite	strong	
Factory	WTIMER1TAPS	0xcdcdcdcd	Memory	0x4003705c	4	readWrite	strong	
Factory	WTIMER1TBPS	0xcdcdcdcd	Memory	0x40037060	4	readWrite	strong	
Factory	WTIMER1TAPV	0xcdcdcdcd	Memory	0x40037064	4	readWrite	strong	
Factory	WTIMER1TBPV	0xcdcdcdcd	Memory	0x40037068	4	readWrite	strong	
Factory	WTIMER1PP	0xcdcdcdcd	Memory	0x40037fc0	4	readWrite	strong	
